NAME,LANGUAGE
http://www.cnn.com,"Request (#31): ""https://cdn.cnn.com/cnn/.e1mo/img/4.0/logos/logo_cnn_espaniol.png"""
http://www.cnn.com,"Request (#32): ""https://cdn.cnn.com/cnn/.e1mo/img/4.0/logos/logo_cnn_arabic.png"""
http://www.cnn.com,"Request (#33): ""https://a125375509.cdn.optimizely.com/client_storage/a125375509.html"""
http://www.cnn.com,"Request (#34): ""https://edition.i.cdn.cnn.com/.a/bundles/usabilla.a797ca8cbb90a7d1f8e1.bundle.js"""
http://www.cnn.com,"Request (#35): ""https://bat.bing.com/bat.js"""
http://www.cnn.com,"Request (#36): ""https://tag.bounceexchange.com/340/i.js"""
http://www.cnn.com,"Request (#37): ""https://amplify.outbrain.com/cp/obtp.js"""
http://www.cnn.com,"Request (#38): ""https://static.ads-twitter.com/uwt.js"""
http://www.cnn.com,"Request (#39): ""https://edition.cnn.com/data/ocs/section/index.html:intl_homepage1-zone-1/views/zones/common/zone-manager.izl"""
http://www.cnn.com,"Request (#40): ""https://edition.cnn.com/data/ocs/section/intl_index3.html:intl_homepage-magellan-zone-1/views/zones/common/zone-manager.izl"""
http://www.cnn.com,"Request (#41): ""https://cdn.livefyre.com/Livefyre.js"""
http://www.cnn.com,"Request (#42): ""https://secure.quantserve.com/aquant.js?a=p-D1yc5zQgjmqr5"""
http://www.cnn.com,"Request (#43): ""https://match.adsrvr.org/track/rid?ttd_pid=casale&fmt=json&p=186370"""
http://www.cnn.com,"Request (#44): ""https://mab.chartbeat.com/mab_strategy/headline_testing/get_strategy/?host=edition.cnn.com&domain=edition.cnn.com&path=%2F"""
http://www.cnn.com,"Request (#45): ""https://gum.criteo.com/sync?r=2&c=158&j=STRCriteoCallback&callback=STRCriteoCallback"""
http://www.cnn.com,"Request (#46): ""https://match.adsrvr.org/track/rid?v=1.0.0&ttd_pid=sharethrough"""
http://www.cnn.com,"Request (#47): ""https://sharethrough.adnxs.com/getuidp?callback=STRAppNexusCallback"""
http://www.cnn.com,"Request (#48): ""https://tr.outbrain.com/pixel?marketerId=006eb1f8dded486e0974a6b4a7b9805f5f&obApiVersion=1.0.10&name=PAGE_VIEW&dl=https%3A%2F%2Fedition.cnn.com%2F&bust=008254695101641119"""
http://www.cnn.com,"Request (#49): ""https://amplifypixel.outbrain.com/pixel?mid=006eb1f8dded486e0974a6b4a7b9805f5f&dl=https%3A%2F%2Fedition.cnn.com%2F&bust=008254695101641119"""
http://www.cnn.com,"Request (#50): ""https://tr.outbrain.com/pixel?marketerId=006eb1f8dded486e0974a6b4a7b9805f5f&obApiVersion=1.0.10&name=Exit-Link-Clicks&dl=https%3A%2F%2Fedition.cnn.com%2F&bust=027309012319892645"""
http://www.cnn.com,"Request (#51): ""https://edition.i.cdn.cnn.com/.a/bundles/weather.f21c5edb27d1985835a1.bundle.js"""
http://www.cnn.com,"Request (#52): ""data:image/gif;base64,R0lGODlhEAAJAJEAAAAAAP///////wAAACH5BAEAAAIALAAAAAAQAAkAAAIKlI+py+0Po5yUFQA7"""
http://www.cnn.com,"Request (#53): ""https://edition.i.cdn.cnn.com/.a/bundles/one_tap.df62f04dcca238b5e7b7.bundle.js"""
http://www.cnn.com,"Request (#54): ""https://cdn.cnn.com/cnn/.e1mo/img/4.0/logos/logo_cnn_badge_2up.png"""
http://www.cnn.com,"Request (#55): ""https://cdn.cnn.com/ads/cnni/cnni_homepage.json"""
http://www.cnn.com,"Request (#56): ""https://widgets.outbrain.com/outbrain.js"""
http://www.cnn.com,"Request (#57): ""https://data.cnn.com/jsonp/breaking_news/international.json?callback=CNNBreakingNewsCallback"""
http://www.cnn.com,"Request (#58): ""https://secure-us.imrworldwide.com/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//edition.cnn.com/&rp=&ts=compact&rnd=1546427897218"""
http://www.cnn.com,"Request (#59): ""https://smetrics.cnn.com/b/ss/cnn-adbp-intl/1/H.26.1/s79835153073072?AQB=1&ndh=1&t=2%2F0%2F2019%2013%3A18%3A17%203%20-120&fid=3BBA607A94F9802B-0B6E1D63B258B469&ce=UTF-8&ns=cnn&pageName=cnn%3Ain%3Aedition%3A%2F&g=https%3A%2F%2Fedition.cnn.com%2F&cc=USD&ch=cnn%20homepage&server=edition.cnn.com&events=event26&c5=nvs&v5=D%3Dc5&c8=repeat%3A40&v8=D%3Dc8&c9=nvs&v9=D%3Dc9&c13=section&v13=D%3Dc13&v15=9196&c17=anonymous&v17=D%3Dc17&v22=0&c26=edition.cnn.com%2F&v26=D%3DpageName&v27=D%3Dch&c28=cnn%20homepage%3Anvs&v28=D%3Dc28&v29=edition.cnn.com&c30=cnn%20international&v30=D%3Dc30&c32=adbp%3Aindex&v32=D%3Dc32&c33=adbp%3Anone&v33=D%3Dc33&c35=cnn.41.1-0-0.20181206%3A0&v35=D%3Dc35&c37=desktop&v37=D%3Dc37&c46=15464278971648848529260544&v46=D%3Dc46&c56=landscape&v56=D%3Dc56&c57=no%20mvpd%20set&v57=D%3Dc57&c59=no%20mvpd%20set&v59=D%3Dc59&c64=cnn%20news&v64=D%3Dc64&c75=nvs&v75=D%3Dc75&h1=news%7Ccnn%7Ccnn%20international%7Cedition.cnn.com%7Ccnn%20homepage%7Ccnn%20homepage%3Anvs&s=1024x768&c=32&j=1.6&v=N&k=Y&bw=400&bh=300&AQE=1"""
http://www.cnn.com,"Request (#60): ""https://cdn.cnn.com/cnnnext/dam/assets/190102122256-xi-jinping-1212-01-exlarge-tease.jpg"""
http://www.cnn.com,"Request (#61): ""https://cdn.cnn.com/cnnnext/dam/assets/190102093007-01-denmark-freight-train-crash-at-great-bridge-road-nyborg-01022019-exlarge-tease.jpg"""
http://www.cnn.com,"Request (#62): ""https://cdn.cnn.com/cnnnext/dam/assets/190101124535-trump-mcchrystal-split-exlarge-tease.jpg"""
http://www.cnn.com,"Request (#63): ""https://edition.cnn.com/.a/2.130.2/assets/sprite-chrome.png"""
http://www.cnn.com,"Request (#64): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-regular.woff"""
http://www.cnn.com,"Request (#65): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-medium.woff"""
http://www.cnn.com,"Request (#66): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-light.woff"""
http://www.cnn.com,"Request (#67): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-thin.woff"""
http://www.cnn.com,"Request (#68): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-bold.woff"""
http://www.cnn.com,"Request (#69): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-heavy.woff"""
http://www.cnn.com,"Request (#70): ""https://edition.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-black.woff"""
http://www.cnn.com,"Request (#71): ""https://edition.i.cdn.cnn.com/.a/fonts/icons/2.4.7/cnn-icons.woff"""
http://www.cnn.com,"Request (#72): ""https://adservice.google.co.il/adsid/integrator.js?domain=edition.cnn.com"""
http://www.cnn.com,"Request (#73): ""https://adservice.google.com/adsid/integrator.js?domain=edition.cnn.com"""
http://www.cnn.com,"Request (#74): ""https://securepubads.g.doubleclick.net/gpt/pubads_impl_285.js"""
http://www.cnn.com,"Request (#75): ""https://cdn.cnn.com/ads/cnni/cnni_homepage.json"""
http://www.cnn.com,"Request (#76): ""https://cdn.krxd.net/ctjs/controltag.js.09ebc571a022d419934530eaf14c8a78"""
http://www.cnn.com,"Request (#77): ""https://aax.amazon-adsystem.com/e/dtb/bid?src=3288&u=https%3A%2F%2Fedition.cnn.com%2F&pid=8071106923741546427897350&cb=8345349803571546427897352&ws=400x300&v=7.20.00&t=500&slots=%5B%7B%22id%22%3A%22aps-preroll%22%2C%22mt%22%3A%22v%22%7D%5D&pj=%7B%22apse%22%3A%7B%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D"""
http://www.cnn.com,"Request (#78): ""https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js"""
http://www.cnn.com,"Request (#79): ""https://log.outbrainimg.com/loggerServices/dwce_cheq_events?timestamp=1546427897367&sessionId=bc710faf-8fe5-9ba4-5bf3-8cc377d21cb9&url=edition.cnn.com&cheqEvent=0&exitReason=0"""
http://www.cnn.com,"Request (#80): ""https://odb.outbrain.com/utils/get?url=https%3A%2F%2Fedition.cnn.com&settings=true&recs=true&widgetJSId=TR_1&key=NANOWDGT01&idx=0&version=01010807&apv=false&sig=rrxPtGX0&format=html&rand=16360&lsd=8d8ef319-a0a0-483d-9eae-b4293032cf20&lsdt=1544962390967&winW=400&winH=300&scrW=1024&scrH=768&adblck=false&secured=true&ref="""
http://www.cnn.com,"Request (#81): ""https://geolocation.onetrust.com/cookieconsentpub/v1/geo/countries/EU?callback=?"""
http://www.cnn.com,"Request (#82): ""https://w.usabilla.com/c3244e3d16ba.js?lv=1"""
http://www.cnn.com,"Request (#83): ""https://assets.bounceexchange.com/assets/tags/versioned/ijs_all_modules_301ecaf0d3d76a17557c0f03d0ee2a50.js"""
http://www.cnn.com,"Request (#84): ""https://cdn.livefyre.com/libs/Livefyre/v1.1.16/builds/1544483518225/Livefyre.min.js"""
http://www.cnn.com,"Request (#85): ""https://cdns.gigya.com/js/gigya.js?apiKey=3_gtUbleJNtrRITgx-1mM_ci7GcIrH8xL9W_VfAbzSa4zpFrRwnpq_eYd8QTRkr7VC"""
http://www.cnn.com,"Request (#86): ""https://consumer.krxd.net/consent/get/f3b6d00d-676f-48d8-80ef-2b48af61105e?idt=device&dt=kxcookie&callback=Krux.ns.turnerinternational.kxjsonp_consent_get_0"""
http://www.cnn.com,"Request (#87): ""https://cdn.krxd.net/partnerjs/xdi/proxy.3d2100fd7107262ecb55ce6847f01fa5.html#!kxcid=teff18ls8&kxt=https%3A%2F%2Fedition.cnn.com&kxcl=cdn&kxp="""
http://www.cnn.com,"Request (#88): ""https://bat.bing.com/action/0?ti=5526986&Ver=2&mid=dfbb52b1-2b16-ce24-f1a9-58b91cb75384&pi=0&lg=en-US&sw=1024&sh=768&sc=32&tl=CNN%20International%20-%20Breaking%20News,%20US%20News,%20World%20News%20and%20Video&p=https%3A%2F%2Fedition.cnn.com%2F&r=&lt=1585&evt=pageLoad&msclkid=N&rn=884008"""
http://www.cnn.com,"Request (#89): ""https://data.api.cnn.io/weather/weather/citySearch?search_term=netanya"""
http://www.cnn.com,"Request (#90): ""https://t.co/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nyutn&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0"""
http://www.cnn.com,"Request (#91): ""https://cdns.us1.gigya.com/gs/webSdk/Api.aspx?apiKey=3_gtUbleJNtrRITgx-1mM_ci7GcIrH8xL9W_VfAbzSa4zpFrRwnpq_eYd8QTRkr7VC&version=latest#origin=https://edition.cnn.com/&hasGmid=false&gig_loggerConfig=%7B%22logLevel%22%3A0%2C%22clientMuteLevel%22%3A0%2C%22logTheme%22%3A1%7D"""
http://www.cnn.com,"Request (#92): ""https://cdn.krxd.net/controltag/teff18ls8.js"""
http://www.cnn.com,"Request (#93): ""https://rva.outbrain.com/analytics-v1.js"""
http://www.cnn.com,"Request (#94): ""https://accounts.us1.gigya.com/accounts.webSdkBootstrap?apiKey=3_gtUbleJNtrRITgx-1mM_ci7GcIrH8xL9W_VfAbzSa4zpFrRwnpq_eYd8QTRkr7VC&pageURL=https%3A%2F%2Fedition.cnn.com%2F&format=jsonp&callback=gigya.callback&context=R1546427897788_0.8855505557730794"""
http://www.cnn.com,"Request (#95): ""https://revee.outbrain.com/page/view"""
http://www.cnn.com,"Request (#96): ""https://data.api.cnn.io/weather/graphql?query=%7BwsiForecast(locCode%3A%22ISXX0015%22%2Ccelsius%3A%22true%22)%7BcurrentConditions%7Btemperature%2Cdescription%2Cicon%7D%2Clocation%7Bcity%2CstateOrCountry%7D%7D%7D"""
http://www.cnn.com,"Request (#97): ""https://usermatch.krxd.net/um/v2?partner=google"""
http://www.cnn.com,"Request (#98): ""https://idsync.rlcdn.com/379708.gif?partner_uid=MbKEEu9_"""
http://www.cnn.com,"Request (#99): ""https://stags.bluekai.com/site/26357?id=MbKEEu9_&redir=https://beacon.krxd.net/usermatch.gif?_kuid%3DMbKEEu9_%26partner%3Dbluekai%26bk_uuid%3D%24_BK_UUID"""
http://www.cnn.com,"Request (#100): ""https://sync.search.spotxchange.com/audience_sync/9?redir=https:%2F%2Fbeacon.krxd.net%2Fusermatch.gif%3Fpartner%3Dspotxchange%26partner_uid%3D%3Cspotx_audience_id%3E"""
http://www.cnn.com,"Request (#101): ""https://bea4.v.fwmrm.net/ad/u?mode=echo&cr=https%3A%2F%2Fbeacon.krxd.net%2Fusermatch.gif%3Fpartner%3Dfreewheel%26partner_uid%3D%23%7Buser.id%7D"""
http://www.cnn.com,"Request (#102): ""https://ib.adnxs.com/getuid?https://beacon.krxd.net/usermatch.gif?adnxs_uid=$UID"""
http://www.cnn.com,"Request (#103): ""https://token.rubiconproject.com/token?pid=27384&puid=MbKEEu9_"""
http://www.cnn.com,"Request (#104): ""https://sync.navdmp.com/sync?prtid=16&kruxid=MbKEEu9_"""
http://www.cnn.com,"Request (#105): ""https://ps.eyeota.net/match?bid=i0r4o4v&uid=MbKEEu9_"""
http://www.cnn.com,"Request (#106): ""https://s.acxiomapac.com/sci?pid=90010&uid=MbKEEu9_"""
http://www.cnn.com,"Request (#107): ""https://ml314.com/tag.aspx?202019"""
http://www.cnn.com,"Request (#108): ""https://kr.ixiaa.com/C726AB29-0470-440B-B8D2-D552CED3A3DC/a.gif"""
http://www.cnn.com,"Request (#109): ""https://cdn.cnn.com/cnn/.e/img/3.0/weather/weatherIcon_04.png"""
http://www.cnn.com,"Request (#110): ""https://ib.adnxs.com/pxj?bidder=140&seg=381342&action=setuid('MbKEEu9_')&bust=1546427898"""
http://www.cnn.com,"Request (#111): ""https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html#340"""
http://www.cnn.com,"Request (#112): ""https://smetrics.cnn.com/b/ss/cnn-adbp-intl/1/H.26.1/s79835153073072?AQB=1&pccr=true&vidn=2E164EFC8507D0E8-6000010FE000AB36&&ndh=1&t=2%2F0%2F2019%2013%3A18%3A17%203%20-120&fid=3BBA607A94F9802B-0B6E1D63B258B469&ce=UTF-8&ns=cnn&pageName=cnn%3Ain%3Aedition%3A%2F&g=https%3A%2F%2Fedition.cnn.com%2F&cc=USD&ch=cnn%20homepage&server=edition.cnn.com&events=event26&c5=nvs&v5=D%3Dc5&c8=repeat%3A40&v8=D%3Dc8&c9=nvs&v9=D%3Dc9&c13=section&v13=D%3Dc13&v15=9196&c17=anonymous&v17=D%3Dc17&v22=0&c26=edition.cnn.com%2F&v26=D%3DpageName&v27=D%3Dch&c28=cnn%20homepage%3Anvs&v28=D%3Dc28&v29=edition.cnn.com&c30=cnn%20international&v30=D%3Dc30&c32=adbp%3Aindex&v32=D%3Dc32&c33=adbp%3Anone&v33=D%3Dc33&c35=cnn.41.1-0-0.20181206%3A0&v35=D%3Dc35&c37=desktop&v37=D%3Dc37&c46=15464278971648848529260544&v46=D%3Dc46&c56=landscape&v56=D%3Dc56&c57=no%20mvpd%20set&v57=D%3Dc57&c59=no%20mvpd%20set&v59=D%3Dc59&c64=cnn%20news&v64=D%3Dc64&c75=nvs&v75=D%3Dc75&h1=news%7Ccnn%7Ccnn%20international%7Cedition.cnn.com%7Ccnn%20homepage%7Ccnn%20homepage%3Anvs&s=1024x768&c=32&j=1.6&v=N&k=Y&bw=400&bh=300&AQE=1"""
http://www.cnn.com,"Request (#113): ""https://cnn.bounceexchange.com/bounce/init1.js?tojQ=function&cts=1546427898056&tzo=-120&is_preview=false&website_id=340&resolution=400x300&referrer=&calling_url=https%3A%2F%2Fedition.cnn.com%2F&visit_cookie=%7B%22lp%22%3A%22https%253A%252F%252Fedition.cnn.com%252F%22%2C%22r%22%3A%22%22%7D&cookie=%7B%22v%22%3A%7B%22completed_signup%22%3Afalse%2C%22last_session_vid%22%3A1545031037389995%2C%22session_count%22%3A2%7D%2C%22sid%22%3A4%2C%22fvt%22%3A1544982425%2C%22vid%22%3A1545031037389995%2C%22ao%22%3A0%2C%22lp%22%3A%22https%253A%252F%252Fedition.cnn.com%252F%22%2C%22as%22%3A0%2C%22vpv%22%3A1%2C%22d%22%3A%22d%22%2C%22r%22%3A%22%22%2C%22cvt%22%3A1545031037%2C%22gcr%22%3A100%2C%22m%22%3A0%2C%22did%22%3A%222633795162192947058%22%2C%22lvt%22%3A1545031037%7D&vars[desktop_ad_visible]=false&vars[mobile_ad_visible]=false&vars[article_page]=false&vars[home_or_section_page]=true&vars[flagship_domain]=false&vars[money_article_page]=false&vars[section_name]=intl_homepage&vars[tos]=false&vars[completed_signup]=false&vars[dfp_exclusion]=false&vars[video_playing]=false&vars[breaking_news_present]=true&vars[money_section_page]=false&vars[max_overlays_reached]=false&vars[spa_event_emitter]=false&vars[money_author]=false&vars[special_article]=false&vars[last_session_vid]=1545031037389995&vars[session_count]=2&vars[backfill_deployment]=&vars[dfp2_detect]=not_ready&cookie_too_large=false&bp=0&etp=[]&pts="""
http://www.cnn.com,"Request (#114): ""https://log.outbrainimg.com/loggerServices/widgetGlobalEvent?eT=6&tm=699&pid=235&sid=171366&wId=117&wRV=01010807&rId=52e07662f10abc3c5f060600e56a826c&idx=0&pvId=52e07662f10abc3c5f060600e56a826c&org=0&pad=0&pVis=0&lsd=8d8ef319-a0a0-483d-9eae-b4293032cf20&eIdx=&cheq=0&ab=0&wl=0"""
http://www.cnn.com,"Request (#115): ""https://sb.scorecardresearch.com/r?c2=6035748&d.c=gif&d.o=cnn-adbp-intl&d.x=22009491&d.t=page&d.u=https%3A%2F%2Fedition.cnn.com%2F"""
http://www.cnn.com,"Request (#116): ""https://cdn.cookielaw.org/consent/57532588-b33e-4ac1-9ad8-f23937bfbc25.js"""
http://www.cnn.com,"Request (#117): ""https://aax-eu.amazon-adsystem.com/s/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=sx_ox_dm_pm_an"""
http://www.cnn.com,"Request (#118): ""https://tags.bluekai.com/site/26357?dt=0&r=298507928&sig=3275050744&bkca=KJpnEncNE4Jt5utNMazguAlJnnnBvYAovnquN62vEDpmp2wnn3o/6z+nn5WFnDT+0A6LuzfxuX21LTdwnLN1DEPtQVkVBE/guYy30DL+9QGZ8juZji5Z9LVuLrBn/xoPMDpi7qpMx612UxOmFuKV"""
http://www.cnn.com,"Request (#119): ""https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js"""
http://www.cnn.com,"Request (#120): ""https://cdn.cookielaw.org/skins/default_flat_bottom_two_button_black/v2/css/optanon.css"""
http://www.cnn.com,"Request (#121): ""https://connect.facebook.net/en_US/sdk.js"""
http://www.cnn.com,"Request (#122): ""https://cdn.livefyre.com/libs/fyre.conv/v3.0.0/livefyre.min.js"""
http://www.cnn.com,"Request (#123): ""https://ps.eyeota.net/match/bounce/?bid=i0r4o4v&uid=MbKEEu9_"""
http://www.cnn.com,"Request (#124): ""https://d3qdfnco3bamip.cloudfront.net/wjs/v3.0.1536876161/javascripts/livefyre_base.js"""
http://www.cnn.com,"Request (#125): ""https://cm.g.doubleclick.net/pixel?google_nid=eye&google_cm&google_sc&bid=gdo9o51&newuser=1&dc_rc=1&dc_mr=5&dc_orig=i0r4o4v&"""
http://www.cnn.com,"Request (#126): ""https://sb.scorecardresearch.com/r2?c2=6035748&d.c=gif&d.o=cnn-adbp-intl&d.x=22009491&d.t=page&d.u=https%3A%2F%2Fedition.cnn.com%2F"""
http://www.cnn.com,"Request (#127): ""https://token.rubiconproject.com/token?pid=27384&puid=MbKEEu9_&c=1"""
http://www.cnn.com,"Request (#128): ""https://revee.outbrain.com/page/view"""
http://www.cnn.com,"Request (#129): ""https://beacon.krxd.net/usermatch.gif?partner=spotxchange&partner_uid=1b20a07f-0e80-11e9-958a-1644f9a80a06"""
http://www.cnn.com,"Request (#130): ""https://beacon.krxd.net/usermatch.gif?partner=rubicon&partner_uid=JQF38R3O-26-9IA0"""
http://www.cnn.com,"Request (#131): ""https://beacon.krxd.net/usermatch.gif?_kuid=MbKEEu9_&partner=bluekai&bk_uuid=acxt%2Fy99999wI0hz"""
http://www.cnn.com,"Request (#132): ""https://cm.g.doubleclick.net/pixel?google_cm&google_nid=krux_digital&google_hm=TWJLRUV1OV8"""
http://www.cnn.com,"Request (#133): ""https://secure-us.imrworldwide.com/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//edition.cnn.com/&rp=&ts=compact&rnd=1546427897218&ja=1"""
http://www.cnn.com,"Request (#134): ""https://idsync.rlcdn.com/1000.gif?memo=CLyWFxITCg8IARCJEBoITWJLRUV1OV8QABoNCPq7suEFEgUI6AcQAEIASgA"""
http://www.cnn.com,"Request (#135): ""https://cm.g.doubleclick.net/pixel?google_nid=eye&google_cm=&google_sc=&bid=gdo9o51&newuser=1&dc_rc=1&dc_mr=5&dc_orig=i0r4o4v&google_tc="""
http://www.cnn.com,"Request (#136): ""https://beacon.krxd.net/data.gif?_kdpid=5eddb9ca-88c9-4c34-a9ae-2680df2a7de7&aa=NA&ab=NA&ac=NA&ay=NA&az=NA&ia=NA&ib=NA&ic=NA&id=NA&ie=NA&if=NA&ig=NA&ih=NA&ij=NA&ik=NA&ba=NA&bb=NA&bc=NA&bd=NA&be=NA&bf=NA&bg=NA&bh=NA&bi=NA&bj=NA&sba=NA&ea1=NA&ea2=NA&ea3=NA&ea4=NA&ea5=NA&ea6=NA&ea7=NA&ea8=NA&ea9=NA&ea10=NA&ea11=NA&eb1=NA&eb2=NA&eb3=NA&eb4=NA&eb5=NA&eb6=NA&eb7=NA&eb8=NA&eb9=NA&ed1=NA&ed2=NA&ed3=NA&ed4=NA&ec=NA&ee=NA&fa=NA&fb=NA&fc=NA&fd=NA&fe=NA&da=NA&db=NA&dc=NA&dg=NA&dh=NA&di=NA&dj=NA&dk=NA&ga=NA&gb=NA&gc=NA&gd=NA&ge=NA&gf=NA&gg=NA&gh=NA&gi=NA&gj=NA&ha=NA&hb=NA&hc=NA&hd=NA&he=NA&hf=NA&la=NA&lb=NA&oa=NA&ob=NA&oc=NA&od=NA&ra=NA&rb=NA&rc=NA&rd=NA&re=NA&rf=NA&rg=NA&sbb=NA&sbc=NA&sbi=NA&sbj=NA&sbk=NA&sbl=NA&sbm=NA&sbn=NA&sbo=NA&sbp=NA&sbq=NA&sbr=NA&sbd=NA&sbe=NA&sbf=NA&sbg=NA&sbh=NA&ta=NA&tb=NA&tc=NA&td=NA&te=NA&tf=NA&tg=NA&th=NA&ti=NA&tj=NA&tk=NA&tl=NA&tm=NA&tn=NA&to=NA&tp=NA&tq=NA&va=NA&vb=NA&vc=NA&vd=NA&ve=NA&vk=NA&vl=NA&vm=NA&vn=NA&vo=NA&vp=NA&vq=NA&wa=NA&wb=NA&wc=NA&wd=NA&we=NA&wf=NA&wg=NA&wh=NA&wi=NA&wj=NA&wk=NA&wl=NA&wm=NA&wn=NA&wo=NA&wp=NA&wq=NA&wr=NA&ws=NA&wt=NA&sa=NA&sb=NA&sc=NA&sd=NA&se=NA&sf=NA&sg=NA&sh=NA&si=NA&sj=NA&sk=NA&sl=NA&sm=NA&sn=NA&so=NA&hg=NA&hh=NA&hi=NA&hj=NA&hk=NA&hl=NA&hm=NA&hn=NA&ho=NA&hp=NA&hq=NA&hr=NA&hs=NA&ht=NA&hu=NA&hv=NA&vf=NA&vg=NA&vh=NA&vi=NA&vj=NA&vr=NA&vs=NA&vt=NA&vu=NA&vv=NA&vw=NA&io=NA"""
http://www.cnn.com,"Request (#137): ""https://staticxx.facebook.com/connect/xd_arbiter/r/j-GHT1gpo6-.js?version=43#channel=f9e21800c&origin=https%3A%2F%2Fedition.cnn.com"""
